site,data_type,trend,h
Site_424,min_level,decreasing,True
Site_425,avg_level,decreasing,True
Site_425,min_level,decreasing,True
Site_426,avg_level,decreasing,True
Site_426,min_level,decreasing,True
Site_427,avg_level,decreasing,True
Site_427,min_level,decreasing,True
Site_428,avg_level,decreasing,True
Site_428,min_level,decreasing,True
Site_429,avg_level,decreasing,True
Site_429,min_level,decreasing,True
Site_430,avg_level,decreasing,True
Site_430,min_level,decreasing,True
Site_431,avg_level,decreasing,True
Site_431,min_level,decreasing,True
Site_432,avg_level,decreasing,True
Site_432,min_level,decreasing,True
Site_433,avg_level,decreasing,True
Site_433,min_level,decreasing,True
Site_434,avg_level,decreasing,True
Site_434,min_level,decreasing,True
Site_435,avg_level,decreasing,True
Site_435,min_level,decreasing,True
Site_436,avg_level,decreasing,True
Site_436,min_level,decreasing,True
Site_437,avg_level,decreasing,True
Site_437,min_level,decreasing,True
Site_438,avg_level,decreasing,True
Site_438,min_level,decreasing,True
Site_439,avg_level,decreasing,True
Site_439,min_level,decreasing,True
Site_440,avg_level,decreasing,True
Site_440,min_level,decreasing,True
Site_441,avg_level,decreasing,True
Site_441,min_level,decreasing,True
Site_442,avg_level,decreasing,True
Site_442,min_level,decreasing,True
Site_443,avg_level,decreasing,True
Site_443,min_level,decreasing,True
Site_444,avg_level,decreasing,True
Site_444,min_level,decreasing,True
Site_445,avg_level,decreasing,True
Site_445,min_level,decreasing,True
Site_446,avg_level,decreasing,True
Site_446,min_level,decreasing,True
Site_447,avg_level,decreasing,True
Site_447,min_level,decreasing,True
Site_448,avg_level,decreasing,True
Site_448,min_level,decreasing,True
Site_449,avg_level,decreasing,True
Site_449,min_level,decreasing,True
Site_450,avg_level,decreasing,True
Site_450,min_level,decreasing,True
Site_451,avg_level,decreasing,True
Site_451,min_level,decreasing,True
Site_452,avg_level,decreasing,True
Site_452,min_level,decreasing,True
Site_453,avg_level,decreasing,True
Site_453,min_level,decreasing,True
Site_454,avg_level,decreasing,True
Site_454,min_level,decreasing,True
Site_455,avg_level,decreasing,True
Site_455,min_level,decreasing,True
Site_456,avg_level,decreasing,True
Site_456,min_level,decreasing,True
Site_457,avg_level,decreasing,True
Site_457,min_level,decreasing,True
Site_458,avg_level,decreasing,True
Site_458,min_level,decreasing,True
Site_459,avg_level,decreasing,True
Site_459,min_level,decreasing,True
Site_460,avg_level,decreasing,True
Site_460,min_level,decreasing,True
Site_461,avg_level,decreasing,True
Site_461,min_level,decreasing,True
Site_462,avg_level,decreasing,True
Site_462,min_level,decreasing,True
Site_463,avg_level,decreasing,True
Site_463,min_level,decreasing,True
Site_464,avg_level,decreasing,True
Site_464,min_level,decreasing,True
Site_465,avg_level,decreasing,True
Site_465,min_level,decreasing,True
Site_466,avg_level,decreasing,True
Site_466,min_level,decreasing,True
Site_467,avg_level,decreasing,True
Site_467,min_level,decreasing,True
Site_468,avg_level,decreasing,True
Site_468,min_level,decreasing,True
Site_469,avg_level,decreasing,True
Site_469,min_level,decreasing,True
Site_470,avg_level,decreasing,True
Site_470,min_level,decreasing,True
Site_471,avg_level,decreasing,True
Site_471,min_level,decreasing,True
Site_472,avg_level,decreasing,True
Site_472,min_level,decreasing,True
Site_473,avg_level,decreasing,True
Site_473,min_level,decreasing,True
Site_474,avg_level,decreasing,True
Site_474,min_level,decreasing,True
Site_475,avg_level,decreasing,True
Site_475,min_level,decreasing,True
Site_476,avg_level,decreasing,True
Site_476,min_level,decreasing,True
Site_477,avg_level,decreasing,True
Site_477,min_level,decreasing,True
Site_478,avg_level,decreasing,True
Site_478,min_level,decreasing,True
Site_479,avg_level,decreasing,True
Site_479,min_level,decreasing,True
Site_480,avg_level,decreasing,True
Site_480,min_level,decreasing,True
Site_481,avg_level,decreasing,True
Site_481,min_level,decreasing,True
Site_482,avg_level,decreasing,True
Site_482,min_level,decreasing,True
Site_483,avg_level,decreasing,True
Site_483,min_level,decreasing,True
Site_484,avg_level,decreasing,True
Site_484,min_level,decreasing,True
Site_485,avg_level,decreasing,True
Site_485,min_level,decreasing,True
Site_486,avg_level,decreasing,True
Site_486,min_level,decreasing,True
Site_487,avg_level,decreasing,True
Site_487,min_level,decreasing,True
Site_488,avg_level,decreasing,True
Site_488,min_level,decreasing,True
Site_489,avg_level,decreasing,True
Site_489,min_level,decreasing,True
Site_490,avg_level,decreasing,True
Site_490,min_level,decreasing,True
Site_491,avg_level,decreasing,True
Site_491,min_level,decreasing,True
Site_492,avg_level,decreasing,True
Site_492,min_level,decreasing,True
Site_493,avg_level,decreasing,True
Site_493,min_level,decreasing,True
Site_494,avg_level,decreasing,True
Site_494,min_level,decreasing,True
Site_495,avg_level,decreasing,True
Site_495,min_level,decreasing,True
Site_496,avg_level,decreasing,True
Site_496,min_level,decreasing,True
Site_497,avg_level,decreasing,True
Site_497,min_level,decreasing,True
Site_498,avg_level,decreasing,True
Site_498,min_level,decreasing,True
Site_499,avg_level,decreasing,True
Site_499,min_level,decreasing,True
Site_500,avg_level,decreasing,True
Site_500,min_level,decreasing,True
Site_501,avg_level,decreasing,True
Site_501,min_level,decreasing,True
Site_502,avg_level,decreasing,True
Site_502,min_level,decreasing,True
Site_503,avg_level,decreasing,True
Site_503,min_level,decreasing,True
Site_504,avg_level,decreasing,True
Site_504,min_level,decreasing,True
Site_505,avg_level,decreasing,True
Site_505,min_level,decreasing,True
Site_506,avg_level,decreasing,True
Site_506,min_level,decreasing,True
Site_507,avg_level,decreasing,True
Site_507,min_level,decreasing,True
Site_508,avg_level,decreasing,True
Site_508,min_level,decreasing,True
Site_509,avg_level,decreasing,True
Site_509,min_level,decreasing,True
Site_510,avg_level,decreasing,True
Site_510,min_level,decreasing,True
Site_511,avg_level,decreasing,True
Site_511,min_level,decreasing,True
Site_512,avg_level,decreasing,True
Site_512,min_level,decreasing,True
Site_513,avg_level,decreasing,True
Site_513,min_level,decreasing,True
Site_514,avg_level,decreasing,True
Site_514,min_level,decreasing,True
Site_515,avg_level,decreasing,True
Site_515,min_level,decreasing,True
Site_516,avg_level,decreasing,True
Site_516,min_level,decreasing,True
Site_517,avg_level,decreasing,True
Site_517,min_level,decreasing,True
Site_518,avg_level,decreasing,True
Site_518,min_level,decreasing,True
Site_519,avg_level,decreasing,True
Site_519,min_level,decreasing,True
Site_520,avg_level,decreasing,True
Site_520,min_level,decreasing,True
Site_521,avg_level,decreasing,True
Site_521,min_level,decreasing,True
Site_522,avg_level,decreasing,True
Site_522,min_level,decreasing,True
Site_523,avg_level,decreasing,True
Site_523,min_level,decreasing,True
Site_524,avg_level,decreasing,True
Site_524,min_level,decreasing,True
Site_525,avg_level,decreasing,True
Site_525,min_level,decreasing,True
Site_526,avg_level,decreasing,True
Site_526,min_level,decreasing,True
Site_527,avg_level,decreasing,True
Site_527,min_level,decreasing,True
Site_528,avg_level,decreasing,True
Site_528,min_level,decreasing,True
Site_529,avg_level,decreasing,True
Site_529,min_level,decreasing,True
Site_530,avg_level,decreasing,True
Site_530,min_level,decreasing,True
Site_531,avg_level,decreasing,True
Site_531,min_level,decreasing,True
Site_532,avg_level,decreasing,True
Site_532,min_level,decreasing,True
Site_533,avg_level,decreasing,True
Site_533,min_level,decreasing,True
Site_534,avg_level,decreasing,True
Site_534,min_level,decreasing,True
Site_535,avg_level,decreasing,True
Site_535,min_level,decreasing,True
Site_536,avg_level,decreasing,True
Site_536,min_level,decreasing,True
Site_537,avg_level,decreasing,True
Site_537,min_level,decreasing,True
Site_538,avg_level,decreasing,True
Site_538,min_level,decreasing,True
Site_539,avg_level,decreasing,True
Site_539,min_level,decreasing,True
Site_540,avg_level,decreasing,True
Site_540,min_level,decreasing,True
Site_541,avg_level,decreasing,True
Site_541,min_level,decreasing,True
Site_542,avg_level,decreasing,True
Site_542,min_level,decreasing,True
Site_543,avg_level,decreasing,True
Site_543,min_level,decreasing,True
Site_544,avg_level,decreasing,True
Site_544,min_level,decreasing,True
Site_545,avg_level,decreasing,True
Site_545,min_level,decreasing,True
Site_546,avg_level,decreasing,True
Site_546,min_level,decreasing,True
Site_547,avg_level,decreasing,True
Site_547,min_level,decreasing,True
Site_548,avg_level,decreasing,True
Site_548,min_level,decreasing,True
Site_549,avg_level,decreasing,True
Site_549,min_level,decreasing,True
Site_550,avg_level,decreasing,True
Site_550,min_level,decreasing,True
Site_551,avg_level,decreasing,True
Site_551,min_level,decreasing,True
Site_552,avg_level,decreasing,True
Site_552,min_level,decreasing,True
Site_553,avg_level,decreasing,True
Site_553,min_level,decreasing,True
Site_554,avg_level,decreasing,True
Site_554,min_level,decreasing,True
Site_555,avg_level,decreasing,True
Site_555,min_level,decreasing,True
Site_556,avg_level,decreasing,True
Site_556,min_level,decreasing,True
Site_557,avg_level,decreasing,True
Site_557,min_level,decreasing,True
Site_558,avg_level,decreasing,True
Site_558,min_level,decreasing,True
Site_559,avg_level,decreasing,True
Site_559,min_level,decreasing,True
Site_560,avg_level,decreasing,True
Site_560,min_level,decreasing,True
Site_561,avg_level,decreasing,True
Site_561,min_level,decreasing,True
Site_562,avg_level,decreasing,True
Site_562,min_level,decreasing,True
Site_563,avg_level,decreasing,True
Site_563,min_level,decreasing,True
Site_564,avg_level,decreasing,True
Site_564,min_level,decreasing,True
Site_565,avg_level,decreasing,True
Site_565,min_level,decreasing,True
Site_566,avg_level,decreasing,True
Site_566,min_level,decreasing,True
Site_567,avg_level,decreasing,True
Site_567,min_level,decreasing,True
Site_568,avg_level,decreasing,True
Site_568,min_level,decreasing,True
Site_569,avg_level,decreasing,True
Site_569,min_level,decreasing,True
Site_570,avg_level,decreasing,True
Site_570,min_level,decreasing,True
Site_571,avg_level,decreasing,True
Site_571,min_level,decreasing,True
Site_572,avg_level,decreasing,True
Site_572,min_level,decreasing,True
Site_573,avg_level,decreasing,True
Site_573,min_level,decreasing,True
Site_574,avg_level,decreasing,True
Site_574,min_level,decreasing,True
Site_575,avg_level,decreasing,True
Site_575,min_level,decreasing,True
Site_576,avg_level,decreasing,True
Site_576,min_level,decreasing,True
Site_577,avg_level,decreasing,True
Site_577,min_level,decreasing,True
Site_578,avg_level,decreasing,True
Site_578,min_level,decreasing,True
Site_579,avg_level,decreasing,True
Site_579,min_level,decreasing,True
Site_580,avg_level,decreasing,True
Site_580,min_level,decreasing,True
Site_581,avg_level,decreasing,True
Site_581,min_level,decreasing,True
Site_582,avg_level,decreasing,True
Site_582,min_level,decreasing,True
Site_583,avg_level,decreasing,True
Site_583,min_level,decreasing,True
Site_584,avg_level,decreasing,True
Site_584,min_level,decreasing,True
Site_585,avg_level,decreasing,True
Site_585,min_level,decreasing,True
Site_586,avg_level,decreasing,True
Site_586,min_level,decreasing,True
Site_587,avg_level,decreasing,True
Site_587,min_level,decreasing,True
Site_588,avg_level,decreasing,True
Site_588,min_level,decreasing,True
Site_589,avg_level,decreasing,True
Site_589,min_level,decreasing,True
Site_590,avg_level,decreasing,True
Site_590,min_level,decreasing,True
Site_591,avg_level,decreasing,True
Site_591,min_level,decreasing,True
Site_592,avg_level,decreasing,True
Site_592,min_level,decreasing,True
Site_593,avg_level,decreasing,True
Site_593,min_level,decreasing,True
Site_594,avg_level,decreasing,True
Site_594,min_level,decreasing,True
Site_595,avg_level,decreasing,True
Site_595,min_level,decreasing,True
Site_596,avg_level,decreasing,True
Site_596,min_level,decreasing,True
Site_597,avg_level,decreasing,True
Site_597,min_level,decreasing,True
Site_598,avg_level,decreasing,True
Site_598,min_level,decreasing,True
Site_599,avg_level,decreasing,True
Site_599,min_level,decreasing,True
Site_600,avg_level,decreasing,True
Site_600,min_level,decreasing,True
Site_601,avg_level,decreasing,True
Site_601,min_level,decreasing,True
Site_602,avg_level,decreasing,True
Site_602,min_level,decreasing,True
Site_603,avg_level,decreasing,True
Site_603,min_level,decreasing,True
Site_604,avg_level,decreasing,True
Site_604,min_level,decreasing,True
Site_605,avg_level,decreasing,True
Site_605,min_level,decreasing,True
Site_606,avg_level,decreasing,True
Site_606,min_level,decreasing,True
Site_607,avg_level,decreasing,True
Site_607,min_level,decreasing,True
Site_608,avg_level,decreasing,True
Site_608,min_level,decreasing,True
Site_609,avg_level,decreasing,True
Site_609,min_level,decreasing,True
Site_610,avg_level,decreasing,True
Site_610,min_level,decreasing,True
Site_611,avg_level,decreasing,True
Site_611,min_level,decreasing,True
Site_612,avg_level,decreasing,True
Site_612,min_level,decreasing,True
Site_613,avg_level,decreasing,True
Site_613,min_level,decreasing,True
Site_614,avg_level,decreasing,True
Site_614,min_level,decreasing,True
Site_615,avg_level,decreasing,True
Site_615,min_level,decreasing,True
Site_616,avg_level,decreasing,True
Site_616,min_level,decreasing,True
Site_617,avg_level,decreasing,True
Site_617,min_level,decreasing,True
Site_618,avg_level,decreasing,True
Site_618,min_level,decreasing,True
Site_619,avg_level,decreasing,True
Site_619,min_level,decreasing,True
Site_620,avg_level,decreasing,True
Site_620,min_level,decreasing,True
Site_621,avg_level,decreasing,True
Site_621,min_level,decreasing,True
Site_622,avg_level,decreasing,True
Site_622,min_level,decreasing,True
Site_623,avg_level,decreasing,True
Site_623,min_level,decreasing,True
Site_624,avg_level,decreasing,True
Site_624,min_level,decreasing,True
Site_625,avg_level,decreasing,True
Site_625,min_level,decreasing,True
Site_626,avg_level,decreasing,True
Site_626,min_level,decreasing,True
Site_627,avg_level,decreasing,True
Site_627,min_level,decreasing,True
Site_628,avg_level,decreasing,True
Site_628,min_level,decreasing,True
Site_629,avg_level,decreasing,True
Site_629,min_level,decreasing,True
Site_630,avg_level,decreasing,True
Site_630,min_level,decreasing,True
Site_631,avg_level,decreasing,True
Site_631,min_level,decreasing,True
Site_632,avg_level,decreasing,True
Site_632,min_level,decreasing,True
Site_633,avg_level,decreasing,True
Site_633,min_level,decreasing,True
Site_634,avg_level,decreasing,True
Site_634,min_level,decreasing,True
Site_635,avg_level,decreasing,True
Site_635,min_level,decreasing,True
Site_636,avg_level,decreasing,True
Site_636,min_level,decreasing,True
Site_637,avg_level,decreasing,True
Site_637,min_level,decreasing,True
Site_638,avg_level,decreasing,True
Site_638,min_level,decreasing,True
Site_639,avg_level,decreasing,True
Site_639,min_level,decreasing,True
Site_640,avg_level,decreasing,True
Site_640,min_level,decreasing,True
Site_641,avg_level,decreasing,True
Site_641,min_level,decreasing,True
Site_642,avg_level,decreasing,True
Site_642,min_level,decreasing,True
Site_643,avg_level,decreasing,True
Site_643,min_level,decreasing,True
Site_644,avg_level,decreasing,True
Site_644,min_level,decreasing,True
Site_645,avg_level,decreasing,True
Site_645,min_level,decreasing,True
Site_646,avg_level,decreasing,True
Site_646,min_level,decreasing,True
